citta,codiceFiscale,cognome,eta,nome,precedenti,ruolo,sesso
Brescia,FO88P4O59Z53CV8S,Fontana,78,Simone,false,Vittima,Maschile
Parma,5RZ2G7389958S30N,Marino,13,Laura,true,Criminale,Femminile
Bologna,562L7273580I9WC6,Barbieri,42,Maria,true,Criminale,Maschile
Trieste,IFZ9F6AIL903C17C,Caruso,68,Francesca,true,Vittima,Femminile
Pescara,P92G494PQ0TK2O17,Barbieri,14,Lorenzo,false,Vittima,Maschile
Foggia,L5VBFEW2N78T7HMR,Fontana,31,Anna,true,Criminale,Femminile
Foggia,6US8JLVJK73F693J,Lombardi,86,Alessandro,true,Criminale,Femminile
Florence,S263W0TE9A85GJH2,Costa,11,Simone,true,Criminale,Femminile
Salerno,IC6EY6A3J3D41C80,Caruso,23,Luca,false,Vittima,Maschile
Venice,5Z027UR949TY8T86,Barbieri,12,Valentina,false,Criminale,Femminile
Foggia,1O85I2KB6X081QMD,Santoro,18,Marco,true,Vittima,Femminile
Modena,Z9GB25OU8W58B1IF,Bianchi,78,Riccardo,true,Vittima,Maschile
Palermo,FY8N4GIRDMGF9P1F,Greco,74,Francesca,false,Vittima,Femminile
Pescara,8O0P1NEK177H45DD,Moretti,59,Chiara,true,Criminale,Femminile
Sassari,6BX8S5238X84566F,Barbieri,76,Davide,true,Vittima,Femminile
Latina,52PI4F33IIX22F1W,Rossi,31,Maria,false,Vittima,Maschile
Salerno,25T4C842PP7C25B7,Rizzo,32,Maria,true,Criminale,Maschile
Pescara,53895QEYL7SV9PCB,Martini,54,Elisa,false,Criminale,Femminile
Trieste,78B463I00J197IJU,Martini,19,Elena,true,Vittima,Femminile
Ferrara,WM1B3T8RL2UDTTBP,Ferrari,21,Maria,false,Vittima,Femminile
Taranto,85SETZ415OAX2497,Bianchi,54,Chiara,false,Criminale,Femminile
Florence,GL3SV0M9000M164Z,Conti,71,Riccardo,false,Vittima,Maschile
Rimini,84ZA1S7HVF87A4DS,Santoro,83,Chiara,false,Vittima,Maschile
Modena,4IZN6S32VCT8Q172,Greco,10,Davide,true,Criminale,Femminile
Foggia,XW1V3KI68B3X4YQA,Greco,84,Simone,false,Vittima,Maschile
Brescia,2I3094NH0A0V6NE2,Greco,62,Giuseppe,false,Criminale,Maschile
Verona,7JDNP19428740302,Barbieri,48,Maria,false,Criminale,Maschile
Milan,814UPAZI63F7KEIV,Ferrari,81,Francesca,false,Vittima,Femminile
Salerno,8MF9N1B8HG1I6329,Conti,55,Elisa,true,Vittima,Femminile
Rimini,ZGBE5OBHMZ85O82D,Santoro,83,Marco,true,Vittima,Maschile
Monza,4CPK6B1671ULGGC0,Barbieri,83,Marco,true,Criminale,Femminile
Reggio,N08SPU6T9X39E87A,Romano,54,Giuseppe,false,Criminale,Maschile
Brescia,K2J35981I3OA1S60,Fontana,29,Giuseppe,false,Criminale,Maschile
Mantua,89NHD6B70W01JF8G,Conti,72,Laura,false,Vittima,Femminile
Verona,3ZUS4142E6L34L0C,Santoro,11,Lorenzo,true,Criminale,Femminile
Prato,86PKRL38UIYI6820,Rossi,46,Elisa,false,Vittima,Femminile
Salerno,J3CQRH7VEC08U6Q0,Romano,37,Giuseppe,true,Vittima,Maschile
Reggio,45332005PXTWP5WW,Bianchi,86,Maria,true,Criminale,Femminile
Salerno,3701SACO357128TV,Ferrara,40,Francesca,true,Criminale,Maschile
Ravenna,292BQ30GWY3B4C78,Bruno,69,Elena,false,Vittima,Femminile
Ferrara,JD0JTUDT55L38F3F,Galli,24,Simone,true,Criminale,Maschile
Brescia,T6LZ8M7968N7R0Z4,Moretti,34,Marco,true,Vittima,Maschile
Venice,9RY5KANRHV9AYHNV,Costa,47,Simone,false,Vittima,Femminile
Bari,1UR63W81213DX56I,Greco,23,Riccardo,false,Criminale,Maschile
Milan,FF5021KSP5342HI4,Ferrara,50,Giulia,true,Vittima,Femminile
Bologna,0R61BUN4853987OM,Barbieri,71,Valentina,true,Vittima,Maschile
Mantua,22WXGD8F5X7RW0SB,Conti,41,Riccardo,true,Criminale,Femminile
Brescia,TWA4646Y017C3T9L,Rossi,86,Anna,false,Vittima,Femminile
Salerno,66J1424R9J9QAFSZ,Rossi,62,Lorenzo,false,Criminale,Maschile
Padua,Q541WC9MUODT2E11,Costa,18,Giulia,true,Vittima,Femminile
Ferrara,AU92JZQBHBHT2L54,Gallo,38,Giovanni,true,Criminale,Maschile
Naples,5B7C89TP5AQ9461D,Ferrara,83,Sofia,false,Criminale,Maschile
Florence,PN70M5X3Z441N4MX,Rizzo,20,Francesca,true,Criminale,Femminile
Giugliano,IZJYS98I15TD76E7,Greco,59,Chiara,false,Criminale,Femminile
Venice,D2IVV6744ZQ3E8WQ,Ferrari,50,Simone,false,Criminale,Maschile
Trieste,7GY93NM4GK1901OW,Caruso,35,Valentina,true,Criminale,Femminile
Parma,GQ0QC1T1X4C3MX06,Costa,50,Marco,false,Vittima,Maschile
Genoa,MS57L9S169OZS1TE,Ferrara,86,Francesca,true,Vittima,Femminile
Pescara,6IX831103G1UUBV3,Costa,87,Anna,true,Vittima,Femminile
Ferrara,57O47ZZ4H9Z74OOA,Lombardi,64,Matteo,false,Vittima,Femminile
Bologna,4013C3BFA0GIN94G,Ferrara,29,Elisa,false,Criminale,Femminile
Verona,8MVXJP8D5YX84E2K,Russo,23,Sofia,false,Vittima,Maschile
Florence,E304B9G7NF4I15ZG,Bruno,13,Elisa,false,Criminale,Maschile
Rome,G3J6Z9K1GO3R7LP9,Greco,10,Lorenzo,true,Criminale,Maschile
Florence,0I3XVW407878ZIZ1,Conti,45,Matteo,false,Vittima,Femminile
Latina,E7QNOVB46O1JB55I,Galli,30,Sofia,true,Criminale,Maschile
Rome,36O4HU3L2309HAPS,Martini,11,Alessandro,true,Criminale,Femminile
Florence,EC0903L5S346S505,Conti,78,Laura,true,Criminale,Femminile
Giugliano,F32Q60D35DUE1314,Bruno,20,Giovanni,true,Vittima,Femminile
Brescia,5J107JB26U9ZAE61,Bianchi,70,Sofia,true,Criminale,Maschile
Sassari,H37270E5696DNWYR,Santoro,59,Laura,false,Criminale,Maschile
Naples,LV7F990Y6FX3XR30,Barbieri,34,Elisa,false,Criminale,Maschile
Parma,N0OM56ZIRP96OD71,Galli,54,Elena,true,Criminale,Femminile
Florence,5T8A8PM6KMM02F0H,Conti,19,Matteo,true,Criminale,Maschile
Trieste,U984I0OLBZDH63LV,Bianchi,62,Chiara,true,Criminale,Maschile
Monza,82J5ATW73T21GJ69,Martini,65,Elisa,false,Criminale,Maschile
Foggia,D0X94OH2AXJY3ZMC,Rizzo,33,Francesca,false,Vittima,Femminile
Naples,NB06AFFAM0ALE24J,Greco,65,Marco,true,Criminale,Femminile
Latina,4IPXG69PMLO812Z6,Martini,52,Simone,false,Criminale,Maschile
Naples,GVYRRGKIR7UUJ435,Gallo,84,Maria,false,Vittima,Maschile
Bari,EW8QA465RB1W8O93,Fontana,45,Davide,false,Vittima,Maschile
Parma,29KZF9LM1X660E3F,Ferrara,10,Giulia,true,Vittima,Femminile
Reggio,464E1FQBGB6TX53B,Moretti,65,Alessandro,true,Criminale,Femminile
Taranto,19FM01V4RB9ZYSKW,Costa,38,Anna,true,Vittima,Femminile
Sassari,H7Y80T5565LF0TRP,Gallo,29,Simone,false,Criminale,Femminile
Prato,1S68Q59118PJXA5D,Barbieri,35,Lorenzo,false,Criminale,Femminile
Reggio,5IYZ344YMRXN2876,Costa,13,Anna,false,Criminale,Maschile
Prato,H20CNZXD15SNJS6C,Conti,87,Valentina,false,Criminale,Maschile
Turin,I04E1G32QOL2BXOZ,Conti,11,Giovanni,true,Criminale,Maschile
Turin,6K6915H5XXXS23KS,Martini,48,Sofia,true,Vittima,Maschile
Verona,4B85FF5U4R727094,Ferrara,32,Maria,true,Vittima,Femminile
Foggia,S2AFO250GI5K05LQ,Lombardi,76,Riccardo,false,Vittima,Femminile
Florence,L3N599XQU92G65W1,Greco,35,Chiara,true,Criminale,Femminile
Ravenna,7DZ57SZ2PI2H4X6K,Caruso,75,Matteo,false,Vittima,Femminile
Modena,P03I3529L30228L1,Marino,47,Alessandro,true,Criminale,Maschile
Naples,K0C5D6071D2339CH,Moretti,42,Lorenzo,true,Criminale,Femminile
Genoa,O91UBA3057BOF83V,Martini,88,Luca,true,Criminale,Femminile
Brescia,9T6P9RE3MI0G31E8,Romano,35,Francesca,true,Vittima,Maschile
Mantua,0JJNY11F6QBTYELJ,Santoro,25,Francesca,false,Vittima,Maschile
Verona,2H8T5WC695GK497U,Caruso,87,Francesca,true,Criminale,Maschile
Turin,7F09H0HO38V9C40T,Rossi,68,Chiara,false,Criminale,Femminile
Venice,MC385L853678AR7Q,Rossi,73,Valentina,false,Vittima,Femminile
Modena,1ULOC2UQO0W123OL,Ferrari,55,Alessandro,false,Vittima,Femminile
Turin,Z7IWTX2O872DC694,Romano,71,Francesca,true,Criminale,Femminile
Salerno,0OU126JCH067065X,Ferrari,68,Giuseppe,true,Vittima,Femminile
Bologna,9T1Y1609O5JKV7V8,Santoro,19,Laura,true,Vittima,Maschile
Trieste,59PZ8GX2V85H82YF,Bruno,53,Laura,true,Vittima,Femminile
Verona,DW569R4V6A6CE40V,Lombardi,78,Alessandro,false,Vittima,Maschile
Trieste,6IMY1526904A2L0K,Rossi,61,Giulia,false,Criminale,Maschile
Giugliano,3TYOMX11345MKKC5,Gallo,30,Laura,false,Vittima,Maschile
Reggio,H60NI2XDIY06AWRK,Martini,48,Marco,false,Vittima,Femminile
Palermo,8KCC60O395NXEL32,Marino,81,Alessandro,false,Criminale,Femminile
Modena,3DM4C7F68736984W,Rossi,65,Elena,true,Criminale,Maschile
Parma,7UO8X0W3VB02391T,Martini,13,Lorenzo,false,Vittima,Maschile
Salerno,Y4B3W553IP237124,Conti,20,Chiara,false,Vittima,Maschile
Reggio,MYO0KP8X7GK7987P,Santoro,49,Davide,false,Criminale,Femminile
Pescara,417Z2ZOOX1W8QVTR,Ferrara,84,Laura,false,Vittima,Femminile
Foggia,W3DZG6S2RG3GIM28,Russo,65,Giovanni,false,Vittima,Maschile
Palermo,B0GFO8P2865LLJ06,Rossi,52,Marco,false,Criminale,Maschile
Ravenna,CZ2ZD6PKHK0NSVY8,Santoro,64,Matteo,false,Vittima,Femminile
Palermo,QENI45W7G9Z49AR8,Fontana,87,Maria,false,Criminale,Maschile
Monza,8IZ521ME9330127P,Gallo,29,Luca,true,Criminale,Maschile
Naples,N19F434EE1795CE8,Rossi,24,Maria,false,Vittima,Maschile
Salerno,P8VJR476A271I11M,Barbieri,72,Davide,true,Vittima,Femminile
Venice,Z70CK7Z9AINT7T14,Martini,32,Davide,false,Criminale,Maschile
Bologna,D976XN16C391PD2U,Conti,38,Sofia,true,Vittima,Maschile
Milan,B31Q4NVEQ6A816U0,Rossi,69,Simone,true,Vittima,Femminile
Sassari,NL5P5ZT48ANI37Q6,Barbieri,18,Luca,false,Criminale,Maschile
Latina,T58UAQ78IRI51S51,Greco,71,Lorenzo,false,Vittima,Femminile
Sassari,27G405C5S7B58805,Russo,47,Chiara,false,Vittima,Femminile
Taranto,Z0FS1LV2R85Z58KF,Ferrara,53,Marco,false,Criminale,Maschile
Venice,T93342IJ76Y3PL2Z,Galli,31,Marco,true,Criminale,Maschile
Modena,1TN0F17969UAN666,Galli,13,Anna,false,Criminale,Femminile
Sassari,S73OV4PH2GU721KQ,Lombardi,74,Giovanni,false,Vittima,Femminile
Padua,9L60SS143M0OXFKH,Fontana,17,Giovanni,true,Criminale,Femminile
Modena,J7906U8EP12N104U,Marino,22,Giuseppe,false,Criminale,Femminile
Palermo,T4NR4V9988NVWO6Z,Bianchi,77,Riccardo,false,Criminale,Maschile
Taranto,85M81446L7O2Q0I8,Russo,51,Anna,false,Vittima,Femminile
Pescara,UTD4756Y1UA3J159,Martini,62,Alessandro,false,Vittima,Maschile
Brescia,0ND1055WSHTC6I54,Martini,79,Giovanni,true,Vittima,Maschile
Latina,L5DSA6014H2209V9,Caruso,38,Lorenzo,true,Criminale,Femminile
Bologna,126HWA76Q62T4OJ6,Galli,18,Valentina,true,Criminale,Femminile
Genoa,V85UKC17JC9OJEF4,Barbieri,29,Riccardo,true,Vittima,Maschile
Ravenna,YG40WEN7659F0U1A,Bianchi,21,Francesca,true,Criminale,Maschile
Foggia,QIU3D8N08YCR3TC0,Bruno,52,Elena,true,Vittima,Femminile
Salerno,953Z9697201N3442,Bianchi,34,Riccardo,false,Vittima,Femminile
Parma,ZNDNM5ETF8FL2M9T,Ferrara,10,Giuseppe,true,Vittima,Maschile
Monza,HAYJ9FO1X2G32FUD,Bianchi,87,Laura,false,Criminale,Maschile
Reggio,V6NT6F1011081YQ7,Bianchi,86,Giovanni,false,Criminale,Femminile
Ferrara,01AC7418YV4T9RBF,Lombardi,53,Chiara,true,Criminale,Maschile
Sassari,FL9R3483224NHOP6,Costa,55,Elisa,false,Criminale,Maschile
Mantua,0VI0W18P9I292N98,Barbieri,23,Simone,true,Vittima,Femminile
Taranto,9810AJ1IX387VMZF,Santoro,66,Francesca,true,Criminale,Femminile
Giugliano,3T8134P3HQKN0OMM,Ferrara,89,Matteo,false,Vittima,Maschile
Brescia,5169QYA5GJ2I8QB6,Martini,68,Sofia,false,Vittima,Femminile
Brescia,T3822ZUM9K4M23C5,Bruno,29,Davide,false,Criminale,Femminile
Palermo,A3O98T192F72K4JZ,Moretti,69,Giuseppe,true,Vittima,Femminile
Rimini,4KVL85Y92B9JAL9R,Marino,85,Francesca,false,Vittima,Femminile
Milan,4KVLSLRJ971317TE,Ferrara,28,Luca,true,Criminale,Maschile
Naples,49EZ3JQ0QH18ML8H,Rizzo,49,Elena,false,Vittima,Maschile
Florence,T915JY3114XK0H6Q,Rizzo,56,Chiara,true,Criminale,Femminile
Foggia,0B196I41PHBF623J,Bianchi,75,Lorenzo,true,Criminale,Maschile
Latina,217W47B189XWXT22,Rossi,40,Lorenzo,true,Criminale,Femminile
Foggia,2059360GNJL2ABU9,Romano,65,Maria,true,Vittima,Maschile
Salerno,5B29YP0PC0C3F33F,Russo,87,Lorenzo,false,Vittima,Maschile
Bologna,F4QJE4LOFVGW71J3,Lombardi,81,Anna,true,Vittima,Maschile
Rimini,F18Z7D0O7M3KD44E,Russo,74,Alessandro,true,Criminale,Femminile
Mantua,7AUH61YZ42ESOOC9,Moretti,35,Valentina,false,Vittima,Maschile
Padua,I6R22Q2HJ5B2O31F,Bianchi,16,Matteo,true,Vittima,Femminile
Palermo,91SBV83ECVDG06XN,Russo,46,Davide,true,Vittima,Maschile
Taranto,5IK2PSPX59G2T42J,Martini,66,Anna,false,Criminale,Femminile
Trieste,6IFUB5XE0U415283,Romano,64,Sofia,false,Vittima,Maschile
Modena,1SY2B7JB6178H4T7,Romano,17,Francesca,false,Criminale,Maschile
Modena,O6U8Z396820U05FJ,Martini,51,Simone,true,Criminale,Maschile
Salerno,3A7IO5669Z0AXS5U,Bianchi,12,Matteo,true,Criminale,Femminile
Mantua,2E2FF980N1MUGVLA,Marino,64,Elena,false,Criminale,Maschile
